0,1
1,0
2,0
3,0
4,0
5,1
6,1
7,0
8,0
9,0
10,0
11,0
12,1
13,1
14,0
15,0
16,0
17,0
18,1
19,0
20,1
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,0
32,1
33,0
34,1
35,0
36,0
37,1
38,0
39,0
40,1
41,0
42,1
43,0
44,0
45,1
46,1
47,1
48,1
49,0
50,0
51,0
52,1
53,1
54,0
55,1
56,1
57,1
58,0
59,1
60,1
61,1
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,1
70,0
71,1
72,1
73,0
74,1
75,1
76,0
77,1
78,0
79,1
80,1
81,0
82,0
83,1
84,1
85,1
86,0
87,0
88,0
89,1
90,1
91,0
92,1
93,0
94,0
95,0
96,0
97,1
98,0
99,0
100,1
101,0
102,1
103,0
104,1
105,0
106,0
107,0
108,1
109,0
110,1
111,0
112,0
113,1
114,1
115,0
116,0
117,0
118,1
119,1
120,0
121,1
122,1
123,1
124,1
125,1
126,0
127,0
128,0
129,1
130,0
131,0
132,0
133,0
134,1
135,1
136,0
137,1
138,0
139,1
140,0
141,0
142,0
143,0
144,1
145,1
146,0
147,0
148,0
149,0
150,1
151,1
152,1
153,1
154,0
155,1
156,0
157,0
158,1
159,1
160,0
161,0
162,0
163,0
164,0
165,1
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,1
174,1
175,1
176,0
177,1
178,1
179,1
180,1
181,1
182,0
183,0
184,0
185,1
186,1
187,1
188,0
189,0
190,1
191,0
192,1
193,1
194,1
195,1
196,1
197,1
198,0
199,1
200,1
201,0
202,0
203,0
204,1
205,1
206,1
207,0
208,0
209,1
210,1
211,1
212,1
213,1
214,0
215,0
216,0
217,0
218,1
219,0
220,0
221,1
222,1
223,0
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,0
232,1
233,0
234,0
235,1
236,1
237,0
238,0
239,0
240,0
241,1
242,1
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,1
252,0
253,1
254,0
255,1
256,0
257,0
258,0
259,0
260,0
261,1
262,0
263,0
264,1
265,1
266,1
267,1
268,0
269,0
270,1
271,1
272,0
273,1
274,0
275,1
276,1
277,1
278,0
279,1
280,1
281,0
282,1
283,0
284,0
285,0
286,1
287,0
288,0
289,1
290,1
291,1
292,1
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,1
305,0
306,1
307,1
308,0
309,0
310,0
311,1
312,1
313,0
314,0
315,0
316,0
317,1
318,0
319,0
320,1
321,1
322,0
323,1
324,0
325,1
326,1
327,1
328,1
329,0
330,1
331,0
332,0
333,0
334,1
335,1
336,0
337,0
338,1
339,1
340,0
341,1
342,0
343,0
344,0
345,1
346,0
347,0
348,0
349,1
350,1
351,0
352,0
353,1
354,1
355,1
356,0
357,1
358,0
359,1
360,1
361,0
362,0
363,0
364,1
365,1
366,1
367,0
368,0
369,0
370,0
371,1
372,1
373,0
374,1
375,0
376,1
377,0
378,1
379,0
380,1
381,0
382,0
383,1
384,0
385,0
386,0
387,1
388,1
389,0
390,0
391,1
392,0
393,0
394,1
395,0
396,0
397,1
398,1
399,0
400,1
401,0
402,0
403,1
404,1
405,1
406,1
407,1
408,1
409,0
410,1
411,0
412,1
413,1
414,0
415,0
416,0
417,1
418,1
419,0
420,0
421,1
422,0
423,0
424,1
425,0
426,0
427,1
428,1
429,0
430,0
431,1
432,0
433,1
434,0
435,0
436,1
437,1
438,0
439,0
440,1
441,0
442,0
443,1
444,1
445,0
446,0
447,1
448,1
449,1
450,0
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,0
459,1
460,1
461,0
462,1
463,0
464,1
465,0
466,0
467,1
468,1
469,0
470,0
471,0
472,0
473,1
474,1
475,0
476,1
477,0
478,0
479,1
